ID,round,code_final,code_mid,who,container,batch_number,fridge,worm_species,worm_number,fungi_species,fungi_density_1,fungi_density_2,fungi_density_3,bacteria_species,bacteria_density_1,bacteria_density_2,premix,mineral_1_type,mineral_1_grainsize,mineral_1_ratio,mineral_2_type,mineral_2_grainsize,mineral_2_ratio,mineral_3_type,mineral_3_grainsize,mineral_3_ratio,mineral_check,organic_matter_type,addition_nitrogen_mmol_l,addition_phosphorus_mmol_l,enzyme1_species,enzyme1_density,enzyme2_species,enzyme2_density,enzyme3_species,enzyme3_density,enzyme_dosing_frequency,chelates_type,chelates_concentration_uM,water_flowrate_text,water_frequency,biochar,status,weight_mid_total_kg,EC_mid_uScm,pH_mid,temperature_mid_degC,weight_final_total_kg,EC_final_uScm,pH_final,temperature_final_degC,pco2_container_ppm,precipitation,alkalinity_forst_mid_umol_l,alkalinity_geomar_mid_umol_l,alkalinity_forst_final_umol_l,alkalinity_geomar_final_umol_l,DIC_mid_mg_l,DIC_final_mg_l,DOC_mid_mg_l,DOC_final_mg_l,ICP_Al_ug_l,ICP_Cd_ug_l,ICP_Cu_ug_l,ICP_Fe_ug_l,ICP_Li_ug_l,ICP_Mn_ug_l,ICP_Ni_ug_l,ICP_Sr_ug_l,ICP_Zn_ug_l,ICP_Ca_mg_l,ICP_K_mg_l,ICP_Mg_mg_l,ICP_Na_mg_l,ICP_P_mg_l,ICP_Si_mg_l,DSi_umol_l,analysis,LOI_C%,IC_mid_Li_umol_l,IC_mid_Na_umol_l,IC_mid_NH4_umol_l,IC_mid_K_umol_l,IC_mid_Ca_umol_l,IC_mid_Mg_umol_l,IC_mid_F_umol_l,IC_mid_Cl_umol_l,IC_mid_NO2_umol_l,IC_mid_Br_umol_l,IC_mid_NO3_umol_l,IC_mid_PO4_umol_l,IC_mid_SO4_umol_l,IC_final_Li_umol_l,IC_final_Na_umol_l,IC_final_NH4_umol_l,IC_final_K_umol_l,IC_final_Ca_umol_l,IC_final_Mg_umol_l,IC_final_F_umol_l,IC_final_Cl_umol_l,IC_final_NO2_umol_l,IC_final_Br_umol_l,IC_final_NO3_umol_l,IC_final_PO4_umol_l,IC_final_SO4_umol_l
1086,6,6F-071,6M-071,Iris,10,71,4,,0,,,,,,0,0,,Basalt_Basaltgestein,1 to 3,30,Dunite,AFS 20 (1),70,,,0,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),Once a day,,,,,,,5.22,404,9.142,15.1,,,,,#N/A,#N/A,,33.414,,32.151,,,,,,,,,,,,,,,,#N/A,,0.032568168,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,6,6F-072,6M-072,Iris,10,72,4,Apporrectodea_caliginosa,4,,,,,,0,0,,Basalt_Basaltgestein,0.063,70,Basalt_Basaltgestein,1 to 3,30,,,0,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),Once a day,,,,,,,4.58,679,8.16,17.2,,,,,#N/A,#N/A,,65.255,,21.116,,,,,,,,,,,,,,,,#N/A,,0.118935101,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,6,6F-073,6M-073,Iris,5,73,5,A._caliginosa_A._chlorotica,1,,0,,,,0,0,,Basalt_Basaltgestein,1 to 3,37,Dunite,AFS 20 (1),58,Steel_slag,Mixed,5,,,,,Laccase,40,,0,,,,,,Flowrate 2 (100 mL/day),Twice a day,,,,,,,4.75,1372,11.752,16,,,,,#N/A,#N/A,,1.18,,8.795,,,,,,,,,,,,,,,,#N/A,,0.171155214,,,,,,,,,,,,,,,,,,,,,,,,,,
1089,6,6F-074,6M-074,Iris,5,74,5,A._caliginosa_A._chlorotica,2,Aerobasidium_Pollulans,96000000,,,B._subtilis_C._metallidurans,14000000000,4500000000,,Basalt_Basaltgestein,1 to 3,33,Dunite,AFS 20 (1),62,Steel_slag,Mixed,5,,Straw,,,,0,,0,,,,,,Flowrate 2 (100 mL/day),Twice a day,,,,,,,4.7,557,7.511,16.8,,,,,#N/A,#N/A,,42.228,,84.651,,,,,,,,,,,,,,,,#N/A,,0.194024652,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,6,6F-075,6M-075,Iris,5,75,5,A._caliginosa_A._chlorotica,2,,0,,,Bacillus_subtilis_168,7000000000,0,,Dunite,AFS 80 (0.125),40,Dunite,AFS 20 (1),55,Steel_slag,Mixed,5,,None,,,Laccase,40,,0,,,,,,Flowrate 2 (100 mL/day),Twice a day,5% Biochar,,,,,,4.91,1109,11.805,18.9,,,,,#N/A,#N/A,,0.994,,12.197,,,,,,,,,,,,,,,,#N/A,,0.118920855,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,6,6F-076,6M-076,Iris,5,76,5,A._caliginosa_A._chlorotica,9,Aerobasidium_Pollulans,96000000,,,Bacillus_subtilis_168,2400000000,0,,Basalt_Basaltgestein,1 to 3,35,Basalt_Lavagestein,0.063,31,Diabase,0.063,34,,Digestate,,,Laccase,8,Carbonic_Anhydrase,3998,,,,,,Flowrate 2 (100 mL/day),Twice a day,10% Biochar,,,,,,5.04,649,8.206,19.1,,,,,#N/A,#N/A,,47.016,,8.859,,,,,,,,,,,,,,,,#N/A,,0.80166322,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,6,6F-077,6M-077,Iris,5,77,5,A._caliginosa_A._chlorotica,1,Aerobasidium_Pollulans,11000000,,,Cupriavidus_metallidurans,4500000000,0,,Basalt_Basaltgestein,0.063,58,Dunite,AFS 80 (0.125),37,Steel_slag,0.1,5,,None,,,Laccase,8,Carbonic_Anhydrase,728,,,,,,Flowrate 2 (100 mL/day),Twice a day,5% Biochar,,,,,,4.85,340,8.46,19,,,,,#N/A,#N/A,,21.337,,4.849,,,,,,,,,,,,,,,,#N/A,,0.27581805,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,6,6F-078,6M-078,Iris,5,78,5,A._caliginosa_A._chlorotica,7,Aerobasidium_Pollulans,96000000,,,B._subtilis_C._metallidurans,14000000000,4500000000,,Basalt_Basaltgestein,0.063,44,Diabase,1 to 3,51,Steel_slag,0.5,5,,Digestate,,,Laccase,40,,0,,,,,,Flowrate 2 (100 mL/day),Twice a day,5% Biochar,,,,,,4.46,469,7.726,17.7,,,,,#N/A,#N/A,,21.836,,28.22,,,,,,,,,,,,,,,,#N/A,,1.171527147,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,6,6F-079,6M-079,Iris,5,79,5,A._caliginosa_A._chlorotica,6,,0,,,B._subtilis_C._metallidurans,14000000000,9000000000,,Basalt_Basaltgestein,1 to 3,33,Diabase,0.063,35,Diabase,1 to 3,32,,Straw,,,Carbonic_Anhydrase,728,,0,,,,,,Flowrate 2 (100 mL/day),Twice a day,10% Biochar,,,,,,5.03,649,8.045,19,,,,,#N/A,#N/A,,54.021,,20.699,,,,,,,,,,,,,,,,#N/A,,1.497796774,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,6,6F-080,6M-080,Iris,5,80,5,Allolobophora_chlorotica,9,Aerobasidium_Pollulans,290000000,,,Cupriavidus_metallidurans,4500000000,0,,Basalt_Basaltgestein,0.063,32,Basalt_Basaltgestein,1 to 3,33,Basalt_Lavagestein,0.063,35,,Straw,,,Laccase,40,Carbonic_Anhydrase,3998,,,,,,Flowrate 2 (100 mL/day),Twice a day,10% Biochar,,,,,,4.99,795,8.151,19.5,,,,,#N/A,#N/A,,74.065,,27.124,,,,,,,,,,,,,,,,#N/A,,0.11091394,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,6,6F-081,6M-081,Iris,10,81,5,A._caliginosa_A._chlorotica,4,Aerobasidium_Pollulans,96000000,,,B._subtilis_C._metallidurans,2400000000,1500000000,,Basalt_Basaltgestein,1 to 3,32,Dunite,AFS 20 (1),63,Steel_slag,Mixed,5,,,,,Laccase,8,Carbonic_Anhydrase,3998,,,,,,Flowrate 2 (100 mL/day),5 times a day,5% Biochar,,,,,,5.55,525,11.194,18.8,,,,,#N/A,#N/A,,1.935,,9.615,,,,,,,,,,,,,,,,#N/A,,0.244435906,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,6,6F-082,6M-082,Iris,10,82,5,,0,,,,,Bacillus_subtilis_168,7000000000,0,,Steel_slag,Mixed,100,,,0,,,0,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,5.49,7900,12.673,15.2,,,,,#N/A,#N/A,,-0.311,,73.537,,,,,,,,,,,,,,,,#N/A,,2.647182226,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,6,6F-083,6M-083,Iris,10,83,5,,0,,,,,Bacillus_subtilis_168,7000000000,0,,Diabase,1 to 3,100,,,0,,,0,,,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,5.71,277,9.13,18,,,,,#N/A,#N/A,,13.974,,4.372,,,,,,,,,,,,,,,,#N/A,,1.48265624,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,6,6F-084,6M-084,Harun,10,84,5,,,,,,,,,,,Basalt_Basaltgestein,1 to 3,20,Basalt_Basaltgestein,0.063,40,Dunite,No.11 (0.063),40,,Straw,15,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,5.27,880,8.469,18.1,,,,,#N/A,#N/A,,65.284,,75.447,,,,,,,,,,,,,,,,#N/A,,0.082238503,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,6,6F-085,6M-085,Harun,10,85,5,,,,,,,,,,,Basalt_Basaltgestein,1 to 3,20,Basalt_Basaltgestein,0.063,40,Dunite,No.11 (0.063),40,,Straw,15,0.3,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,5.06,939,8.509,17.2,,,,,#N/A,#N/A,,72.688,,72.105,,,,,,,,,,,,,,,,#N/A,,0.087191895,,,,,,,,,,,,,,,,,,,,,,,,,,
1101,6,6F-086,6M-086,Tullia,10,86,5,Apporrectodea_caliginosa,4,,,,,,,,,Basalt_Basaltgestein,0.063,30,Basalt_Basaltgestein,1 to 3,70,,,,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.68,725,8.155,16.6,,,,,#N/A,#N/A,,69.005,,33.183,,,,,,,,,,,,,,,,#N/A,,0.083035566,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,6,6F-087,6M-087,Tullia,10,87,5,Apporrectodea_caliginosa,4,,,,,,,,,Dunite,AFS 80 (0.125),70,Dunite,AFS 20 (1),30,,,,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,5.86,637,7.931,18.1,,,,,#N/A,#N/A,,62.123,,38.826,,,,,,,,,,,,,,,,#N/A,,0.0315062,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,6,6F-088,6M-088,Tullia,10,88,5,Apporrectodea_caliginosa,4,,,,,,,,,Diabase,0.063,30,Diabase,1 to 3,70,,,,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.83,523,8.637,18.6,,,,,#N/A,#N/A,,46.643,,26.082,,,,,,,,,,,,,,,,#N/A,,1.620080233,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,6,6F-089,6M-089,Tullia,10,89,5,Apporrectodea_caliginosa,4,,,,,,,,,Basalt_Basaltgestein,0.063,70,Basalt_Basaltgestein,1 to 3,30,,,,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.98,783,8.38,18.3,,,,,#N/A,#N/A,,81.399,,32.52,,,,,,,,,,,,,,,,#N/A,,0.102607176,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,6,6F-090,6M-090,Tullia,10,90,5,Apporrectodea_caliginosa,4,,,,,,,,,Basalt_Lavagestein,0.063,30,Basalt_Lavagestein,0 to 2,70,,,,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.99,472,8.029,19.3,,,,,#N/A,#N/A,,37.853,,32.322,,,,,,,,,,,,,,,,#N/A,,0.012869111,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,6,6F-091,6M-091,Tullia,5,91,6,Apporrectodea_caliginosa,10,,,,,,,,,Diabase,1 to 3,100,,,,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),Once a day,,,,,,,1.66,651,8.213,19.6,,,,,5295.1,5349.67,,49.379,,49.23,,,,,,,,,,,,,,,,620.618503,,1.403788447,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,6,6F-092,6M-092,Tullia,5,92,6,Apporrectodea_caliginosa,10,,,,,,,,,Basalt_Lavagestein,0 to 2,100,,,,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),Once a day,,,,,,,1.66,579,8.184,18.7,,,,,4234.8,4311.4,,39.965,,82.214,,,,,,,,,,,,,,,,841.138636,,0.006062829,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,6,6F-093,6M-093,Tullia,5,93,6,Apporrectodea_caliginosa,10,,,,,,,,,Basalt_Basaltgestein,1 to 3,100,,,,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),Once a day,,,,,,,1.91,652,8.325,18.5,,,,,6127.5,6175.71,,57.741,,55.126,,,,,,,,,,,,,,,,873.131036,,0.069830269,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,6,6F-094,6M-094,Tullia,5,94,6,Apporrectodea_caliginosa,10,,,,,,,,,Dunite,AFS 20 (1),100,,,,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),Once a day,,,,,,,2.21,670,8.209,16.6,,,,,6329.4,6374.81,,59.75,,60.42,,,,,,,,,,,,,,,,977.099948,,0.020945314,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,6,6F-095,6M-095,Tullia,5,95,6,Apporrectodea_caliginosa,10,,,,,,,,,Basalt_Lavagestein,0.063,30,Basalt_Lavagestein,0 to 2,70,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),Once a day,,,,,,,2,624,8.294,18.8,,,,,#N/A,#N/A,,43.753,,50.601,,,,,,,,,,,,,,,,#N/A,,0.006684138,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,6,6F-096,6M-096,Tullia,5,96,6,Apporrectodea_caliginosa,10,,,,,,,,,Basalt_Basaltgestein,0.063,30,Basalt_Basaltgestein,1 to 3,70,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),Once a day,,,,,,,1.83,895,8.405,18.9,,,,,#N/A,#N/A,,85.392,,45.535,,,,,,,,,,,,,,,,#N/A,,0.072391249,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,6,6F-097,6M-097,Tullia,5,97,6,Apporrectodea_caliginosa,10,,,,,,,,,Dunite,AFS 80 (0.125),70,Dunite,AFS 20 (1),30,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),Once a day,,,,,,,1.92,789,8.666,19,,,,,#N/A,#N/A,,70.573,,68.404,,,,,,,,,,,,,,,,#N/A,,0.015439015,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,6,6F-098,6M-098,Tullia,5,98,6,Apporrectodea_caliginosa,10,,,,,,,,,Diabase,0.063,30,Diabase,1 to 3,70,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),Once a day,,,,,,,2.09,819,8.194,17.2,,,,,#N/A,#N/A,,77.321,,45.448,,,,,,,,,,,,,,,,#N/A,,1.573188782,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,6,6F-099,6M-099,Iris,10,99,6,,0,,0,,,Cupriavidus_metallidurans,1500000000,0,,Basalt_Basaltgestein,1 to 3,30,Dunite,AFS 20 (1),65,Steel_slag,Mixed,5,,Digestate,,,,0,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,8.08,214,10.123,16.17,,,,,#N/A,#N/A,,9.38,,22.991,,,,,,,,,,,,,,,,#N/A,,0.151493967,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,6,6F-100,6M-100,Iris,10,100,6,A._caliginosa_A._chlorotica,5,Aerobasidium_Pollulans,11000000,,,B._subtilis_C._metallidurans,2400000000,1500000000,,Basalt_Basaltgestein,1 to 3,32,Dunite,AFS 20 (1),63,Steel_slag,Mixed,5,,,,,Carbonic_Anhydrase,782,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,5% Biochar,,,,,,7.73,208,8.6,14.3,,,,,#N/A,#N/A,,10.349,,4.433,,,,,,,,,,,,,,,,#N/A,,0.181416601,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,6,6F-101,6M-101,Iris,10,101,6,Allolobophora_chlorotica,9,,0,,,,0,0,,Basalt_Basaltgestein,1 to 3,44,Dunite,AFS 20 (1),51,Steel_slag,3,5,,Digestate,,,Laccase,40,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,8.13,390,8.122,18.8,,,,,#N/A,#N/A,,30.774,,15.158,,,,,,,,,,,,,,,,#N/A,,0.126135558,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,6,6F-102,6M-102,Iris,10,102,6,A._caliginosa_A._chlorotica,7,Aerobasidium_Pollulans,96000000,,,,0,0,,Basalt_Basaltgestein,1 to 3,30,Dunite,AFS 20 (1),65,Steel_slag,3,5,,,,,,0,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,8.07,250,8.429,15.2,,,,,#N/A,#N/A,,16.108,,5.462,,,,,,,,,,,,,,,,#N/A,,0.15712589,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,6,6F-103,6M-103,Iris,10,103,6,A._caliginosa_A._chlorotica,5,Aerobasidium_Pollulans,290000000,,,Cupriavidus_metallidurans,1500000000,0,,Basalt_Basaltgestein,1 to 3,33,Dunite,AFS 20 (1),62,Steel_slag,0.1,5,,Straw,,,,0,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,8.05,322,10.196,17.4,,,,,#N/A,#N/A,,24.362,,69.771,,,,,,,,,,,,,,,,#N/A,,0.223133519,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,6,6F-104,6M-104,Iris,10,104,6,A._caliginosa_A._chlorotica,4,Aerobasidium_Pollulans,96000000,,,Cupriavidus_metallidurans,4500000000,0,,Basalt_Basaltgestein,1 to 3,33,Dunite,AFS 20 (1),62,Steel_slag,3,5,,Digestate,,,Carbonic_Anhydrase,782,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,7.99,403,7.993,19.1,,,,,#N/A,#N/A,,31.033,,22.271,,,,,,,,,,,,,,,,#N/A,,0.152405128,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,6,6F-105,6M-105,Iris,10,105,6,,0,Aerobasidium_Pollulans,96000000,,,,0,0,,Basalt_Basaltgestein,1 to 3,34,Dunite,AFS 20 (1),61,Steel_slag,Mixed,5,,Straw,,,,0,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,7.96,352,8.21,19.3,,,,,#N/A,#N/A,,27.186,,34.557,,,,,,,,,,,,,,,,#N/A,,0.139195472,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,6,6F-106,6M-106,Iris,10,106,6,,0,,0,,,,0,0,,Basalt_Basaltgestein,1 to 3,40,Dunite,AFS 20 (1),55,Steel_slag,Mixed,5,,,,,,0,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,8.08,174.8,8.354,18.7,,,,,#N/A,#N/A,,9.193,,4.322,,,,,,,,,,,,,,,,#N/A,,0.126960963,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,6,6F-107,6M-107,Iris,10,107,6,Allolobophora_chlorotica,1,,0,,,,0,0,,Basalt_Basaltgestein,1 to 3,33,Dunite,AFS 20 (1),62,Steel_slag,Mixed,5,,Straw,,,Carbonic_Anhydrase,782,,0,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,8.56,278,8.538,15.3,,,,,#N/A,#N/A,,18.686,,57.25,,,,,,,,,,,,,,,,#N/A,,0.120849006,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,6,6F-108,6M-108,Iris,10,108,6,,0,,,,,,0,0,,Dunite,No.11 (0.063),100,,,0,,,0,,Straw,,,,,,,,,,,,Flowrate 3 (150 mL/day),Once a day,,,,,,,7.72,564,8.505,13.4,,,,,#N/A,#N/A,,54.699,,11.816,,,,,,,,,,,,,,,,#N/A,,0.079976387,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,6,6F-109,6M-109,Tullia,5,109,7,Apporrectodea_caliginosa,10,,,,,,,,,Basalt_Lavagestein,0 to 2,50,Dunite,AFS 80 (0.125),50,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),5 times a day,,,,,,,1.11,1456,8.805,18.6,,,,,#N/A,#N/A,,143.611,,179.511,,,,,,,,,,,,,,,,#N/A,,0.011527032,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,6,6F-110,6M-110,Tullia,5,110,7,Apporrectodea_caliginosa,10,,,,,,,,,Basalt_Basaltgestein,1 to 3,50,Basalt_Lavagestein,0 to 2,50,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),5 times a day,,,,,,,1.6,926,8.688,16.5,,,,,#N/A,#N/A,,86.544,,92.48,,,,,,,,,,,,,,,,#N/A,,0.027429594,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,6,6F-111,6M-111,Tullia,5,111,7,Apporrectodea_caliginosa,10,,,,,,,,,Basalt_Basaltgestein,1 to 3,50,Dunite,AFS 80 (0.125),50,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),5 times a day,,,,,,,1.33,1306,8.525,18.5,,,,,#N/A,#N/A,,133.151,,135.919,,,,,,,,,,,,,,,,#N/A,,0.042247888,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,6,6F-112,6M-112,Tullia,5,112,7,Apporrectodea_caliginosa,10,,,,,,,,,Basalt_Basaltgestein,1 to 3,50,Dunite,AFS 20 (1),50,,,,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),5 times a day,,,,,,,1.43,1161,8.845,18.8,,,,,#N/A,#N/A,,114.357,,121.921,,,,,,,,,,,,,,,,#N/A,,0.040718056,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,6,6F-113,6M-113,Iris,5,113,7,,0,,,,,B._subtilis_C._metallidurans,2400000000,1500000000,,Steel_slag,Mixed,100,,,0,,,0,,Straw,,,,,,,,,,,,Flowrate 1 (50 mL/day),5 times a day,,,,,,,2.76,3270,12.213,19.2,,,,,#N/A,#N/A,,-0.694,,135.353,,,,,,,,,,,,,,,,#N/A,,2.741662264,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,6,6F-114,6M-114,Iris,5,114,7,Allolobophora_chlorotica,1,Aerobasidium_Pollulans,290000000,,,Cupriavidus_metallidurans,1500000000,0,,Dunite,AFS 80 (0.125),51,Diabase,1 to 3,44,Steel_slag,Mixed,5,,None,,,Laccase,40,Carbonic_Anhydrase,728,,,,,,Flowrate 1 (50 mL/day),5 times a day,,,,,,,2.73,1779,12.01,18.6,,,,,#N/A,#N/A,,-1.504,,26.49,,,,,,,,,,,,,,,,#N/A,,0.738893628,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,6,6F-115,6M-115,Iris,5,115,7,A._caliginosa_A._chlorotica,6,Aerobasidium_Pollulans,290000000,,,B._subtilis_C._metallidurans,14000000000,4500000000,,Basalt_Basaltgestein,0.063,32,Basalt_Lavagestein,0.063,33,Dunite,AFS 80 (0.125),35,,None,,,Laccase,40,,0,,,,,,Flowrate 1 (50 mL/day),5 times a day,10% Biochar,,,,,,1.66,995,8.521,13.7,,,,,#N/A,#N/A,,63.089,,9.783,,,,,,,,,,,,,,,,#N/A,,0.105826139,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,6,6F-Blank2,6M-Blank2,blank,5,116,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flowrate 1 (50 mL/day),5 times a day,,,,,,,2.04,280,8.375,16,,,,,2093.6,2156.71,,18.371,,5.838,,,,,,,,,,,,,,,,286.608426,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,6,6F-117,6M-117,Harun,5,117,7,,,,,,,Bacillus_subtilis_168,,,y,Basalt_Basaltgestein,1 to 3,50,Basalt_Basaltgestein,0.063,50,,,,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,5.41,859,8.391,20.6,,,,,7567.3,7384.52,,74.294,,64.069,,,,,,,,,,,,,,,,762.971466,,0.105169385,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,6,6F-118,6M-118,Harun,5,118,7,,,,,,,Bacillus_subtilis_168,,,y,Basalt_Basaltgestein,1 to 3,50,Basalt_Basaltgestein,0.063,50,,,,,Straw,15,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.33,1115,8.587,13.6,,,,,10421.6,10269.33,,95.932,,91.607,,,,,,,,,,,,,,,,874.082292,,0.151481436,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,6,6F-119,6M-119,Harun,5,119,7,,,,,,,Bacillus_subtilis_168,,,y,Basalt_Basaltgestein,1 to 3,50,Basalt_Basaltgestein,0.063,50,,,,,Straw,15,0.3,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.55,949,8.328,15.3,,,,,8466.1,8316.74,,80.695,,73.811,,,,,,,,,,,,,,,,711.354954,,0.084576048,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,6,6F-120,6M-120,Harun,5,120,7,,,,,,,Bacillus_subtilis_168,,,y,Basalt_Basaltgestein,1 to 3,50,Basalt_Basaltgestein,0.063,50,,,,,Straw,30,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,5.49,1039,8.462,20.5,,,,,10059.1,10168.82,,108.783,,38.759,,,,,,,,,,,,,,,,893.188023,,0.146428563,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,6,6F-121,6M-121,Harun,5,121,7,,,,,,,Bacillus_subtilis_168,,,y,Basalt_Basaltgestein,1 to 3,50,Basalt_Basaltgestein,0.063,50,,,,,Straw,30,0.3,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,5.54,939,8.534,19.6,,,,,8961,8992.54,,97.741,,32.859,,,,,,,,,,,,,,,,789.214655,,0.120541982,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,6,6F-122,6M-122,Harun,5,122,7,,,,,,,Bacillus_subtilis_168,,,y,Basalt_Basaltgestein,1 to 3,50,Basalt_Basaltgestein,0.063,50,,,,,Straw,45,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.96,1085,8.729,14.1,,,,,10250.8,10200.75,,104.918,,98.908,,,,,,,,,,,,,,,,709.541166,,0.086970851,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,6,6F-123,6M-123,Harun,5,123,7,,,,,,,Bacillus_subtilis_168,,,y,Basalt_Basaltgestein,1 to 3,50,Basalt_Basaltgestein,0.063,50,,,,,Straw,45,0.3,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.69,,,,,,,,10928.2,10915.08,,114.182,,56.778,,,,,,,,,,,,,,,,1033.41713,,0.183697596,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,6,6F-124,6M-124,Harun,5,124,7,,,,,,,Bacillus_subtilis_168,,,y,Basalt_Basaltgestein,1 to 3,20,Basalt_Basaltgestein,0.063,40,Dunite,No.11 (0.063),40,,Straw,,,,,,,,,,,,Flowrate 2 (100 mL/day),5 times a day,,,,,,,4.99,940,8.748,14.8,,,,,#N/A,#N/A,,103.79,,19.056,,,,,,,,,,,,,,,,#N/A,,0.07876897,,,,,,,,,,,,,,,,,,,,,,,,,,
